n_points_in       x_min       y_min       z_min       x_max       y_max       z_max      dx_out      dy_out      dz_out
       21822  1152.77000    71.07100     0.00000 25779.70000  9926.20000     1.00000     9.47609     9.47609     1.00000
x(m)        y(m)        z(m)        q(m^2/s)
 24415.10000  4088.93000     0.00000   176.08220
 24491.00000  4088.93000     0.00000   176.07350
 24566.80000  4088.93000     0.00000   176.45300
 24642.60000  4088.93000     0.00000   191.03500
 24718.40000  4088.93000     0.00000   204.26990
 24794.20000  4088.93000     0.00000   206.07390
 24870.00000  4088.93000     0.00000   205.63130
 24945.80000  4088.93000     0.00000     0.00000
 25021.60000  4088.93000     0.00000     0.00000
 25097.40000  4088.93000     0.00000   260.73650
 25173.20000  4088.93000     0.00000   154.53450
 25249.00000  4088.93000     0.00000   157.72210
 25324.80000  4088.93000     0.00000   175.40360
 25400.70000  4088.93000     0.00000     0.00000
 25476.50000  4088.93000     0.00000   260.60130
 25552.30000  4088.93000     0.00000   207.51670
 25628.10000  4088.93000     0.00000   179.91990
 25703.90000  4088.93000     0.00000   204.74410
 25779.70000  4088.93000     0.00000     0.00000
 15723.30000  4088.93000     0.00000   242.04640
 15773.00000  4088.93000     0.00000   255.69100
 15848.80000  4088.93000     0.00000   222.32260
 15924.60000  4088.93000     0.00000   223.74700
 15705.20000  4096.99000     0.00000   335.51850
 15697.10000  4100.58000     0.00000   333.94500
 15652.70000  4120.34000     0.00000   278.77980
 15621.30000  4134.33000     0.00000   246.98470
 15600.30000  4143.70000     0.00000   236.04920
 17364.90000  4164.74000     0.00000   277.06220
 17440.70000  4164.74000     0.00000   277.17060
 17516.60000  4164.74000     0.00000   271.96230
 17592.40000  4164.74000     0.00000   268.83290
 17668.20000  4164.74000     0.00000   266.66570
 17744.00000  4164.74000     0.00000   265.99420
 17819.80000  4164.74000     0.00000   267.90550
 17895.60000  4164.74000     0.00000   266.51510
 17971.40000  4164.74000     0.00000   267.15360
 18047.20000  4164.74000     0.00000   259.41590
 18123.00000  4164.74000     0.00000   229.89180
 18198.80000  4164.74000     0.00000   228.77760
 18274.60000  4164.74000     0.00000   234.10950
 18350.40000  4164.74000     0.00000   232.89050
 18426.30000  4164.74000     0.00000   242.09840
 18502.10000  4164.74000     0.00000   230.56170
 18577.90000  4164.74000     0.00000   243.95980
 18653.70000  4164.74000     0.00000   263.66450
 18729.50000  4164.74000     0.00000   262.81330
 18805.30000  4164.74000     0.00000   256.02830
 18881.10000  4164.74000     0.00000   254.40870
 18956.90000  4164.74000     0.00000   263.95780
 19032.70000  4164.74000     0.00000   271.58690
 19108.50000  4164.74000     0.00000   264.25750
 19184.30000  4164.74000     0.00000   276.01460
 19260.20000  4164.74000     0.00000   269.57860
 19336.00000  4164.74000     0.00000   247.15350
 19411.80000  4164.74000     0.00000   248.21420
 19487.60000  4164.74000     0.00000   249.00730
 19563.40000  4164.74000     0.00000   250.34760
 19639.20000  4164.74000     0.00000   251.72160
 19715.00000  4164.74000     0.00000   250.72280
 19790.80000  4164.74000     0.00000   238.72940
 19866.60000  4164.74000     0.00000   246.46300
 19942.40000  4164.74000     0.00000   245.43890
 20018.20000  4164.74000     0.00000   270.37580
 20094.00000  4164.74000     0.00000   270.28370
 20169.90000  4164.74000     0.00000   213.47280
 20245.70000  4164.74000     0.00000   221.20840
 20321.50000  4164.74000     0.00000   249.78780
 20397.30000  4164.74000     0.00000   261.58850
 20473.10000  4164.74000     0.00000   259.09950
 20548.90000  4164.74000     0.00000   223.24240
 20624.70000  4164.74000     0.00000   260.82270
 20700.50000  4164.74000     0.00000   261.79380
 20776.30000  4164.74000     0.00000   267.78490
 20852.10000  4164.74000     0.00000   266.32240
 20927.90000  4164.74000     0.00000   265.59400
 21003.80000  4164.74000     0.00000   264.12660
 21079.60000  4164.74000     0.00000   257.84650
 21155.40000  4164.74000     0.00000   258.40670
 21231.20000  4164.74000     0.00000   255.49360
 21307.00000  4164.74000     0.00000   259.54710
 21382.80000  4164.74000     0.00000   256.75200
 21458.60000  4164.74000     0.00000   223.51090
 21534.40000  4164.74000     0.00000   222.59810
 21610.20000  4164.74000     0.00000   251.78170
 21686.00000  4164.74000     0.00000   197.18240
 21761.80000  4164.74000     0.00000   105.48110
 21837.60000  4164.74000     0.00000   187.56850
 21913.50000  4164.74000     0.00000   216.79220
 21989.30000  4164.74000     0.00000   217.94230
 22065.10000  4164.74000     0.00000   187.32360
 22140.90000  4164.74000     0.00000   217.21010
 22216.70000  4164.74000     0.00000   210.67560
 22292.50000  4164.74000     0.00000   210.39010
 22368.30000  4164.74000     0.00000   207.84130
 22444.10000  4164.74000     0.00000   196.21100
 22519.90000  4164.74000     0.00000   194.73790
 22595.70000  4164.74000     0.00000   193.63560
 22671.50000  4164.74000     0.00000   188.51700
 22747.40000  4164.74000     0.00000   188.64080
 22823.20000  4164.74000     0.00000   156.65000
 22899.00000  4164.74000     0.00000   189.09070
 22974.80000  4164.74000     0.00000   194.52710
 23050.60000  4164.74000     0.00000   194.58130
 23126.40000  4164.74000     0.00000   194.62070
 23202.20000  4164.74000     0.00000   194.60780
 23278.00000  4164.74000     0.00000   141.78740
 23353.80000  4164.74000     0.00000   267.35090
 23429.60000  4164.74000     0.00000   267.35110
 23505.40000  4164.74000     0.00000   267.35130
 23581.20000  4164.74000     0.00000     0.00000
 23657.10000  4164.74000     0.00000   159.36390
 23732.90000  4164.74000     0.00000   180.82280
 23808.70000  4164.74000     0.00000   180.80210
 23884.50000  4164.74000     0.00000   183.40990
 23960.30000  4164.74000     0.00000   256.21190
 24036.10000  4164.74000     0.00000   185.40760
 24111.90000  4164.74000     0.00000   176.08950
 24187.70000  4164.74000     0.00000   176.07320
 24263.50000  4164.74000     0.00000   175.86890
 24339.30000  4164.74000     0.00000   176.22930
 24415.10000  4164.74000     0.00000   204.24450
 24491.00000  4164.74000     0.00000   204.46880
 24566.80000  4164.74000     0.00000   206.05420
 24642.60000  4164.74000     0.00000   205.63300
 24718.40000  4164.74000     0.00000   154.25710
 24794.20000  4164.74000     0.00000   159.14900
 24870.00000  4164.74000     0.00000   260.73570
 24945.80000  4164.74000     0.00000     0.00000
 25021.60000  4164.74000     0.00000     0.00000
 25097.40000  4164.74000     0.00000   175.44360
 25173.20000  4164.74000     0.00000   260.60010
 25249.00000  4164.74000     0.00000   205.49670
 25324.80000  4164.74000     0.00000   208.10310
 25400.70000  4164.74000     0.00000   204.72630
 25476.50000  4164.74000     0.00000   204.74340
 25552.30000  4164.74000     0.00000     0.00000
 25628.10000  4164.74000     0.00000   167.21830
 25703.90000  4164.74000     0.00000     0.00000
 25779.70000  4164.74000     0.00000   216.92600
 15553.00000  4164.74000     0.00000   292.74330
 15621.30000  4164.74000     0.00000   249.98410
 15697.10000  4164.74000     0.00000   245.25040
 15773.00000  4164.74000     0.00000   222.98620
 15848.80000  4164.74000     0.00000   253.54840
 15924.60000  4164.74000     0.00000   247.07590
 16000.40000  4164.74000     0.00000   244.35860
 16076.20000  4164.74000     0.00000   222.65080
 16152.00000  4164.74000     0.00000   247.72580
 16227.80000  4164.74000     0.00000   252.07620
 16303.60000  4164.74000     0.00000   251.02310
 16379.40000  4164.74000     0.00000   256.22610
 16455.20000  4164.74000     0.00000   259.77170
 16531.00000  4164.74000     0.00000   255.27750
 16606.80000  4164.74000     0.00000   258.01570
 16682.70000  4164.74000     0.00000   263.22610
 16758.50000  4164.74000     0.00000   271.48740
 16834.30000  4164.74000     0.00000   317.47900
 16910.10000  4164.74000     0.00000   302.21170
 16985.90000  4164.74000     0.00000   270.54540
 17061.70000  4164.74000     0.00000   274.81990
 17137.50000  4164.74000     0.00000   277.05170
 17213.30000  4164.74000     0.00000   305.77520
 17289.10000  4164.74000     0.00000   351.24250
 15547.80000  4167.05000     0.00000   292.27920
 15545.50000  4168.08000     0.00000   291.97940
 15495.40000  4190.41000     0.00000   342.92010
 15469.70000  4201.83000     0.00000   340.31170
 15442.90000  4213.76000     0.00000   109.66780
 15393.90000  4235.59000     0.00000   297.87500
 15390.50000  4237.12000     0.00000   297.23530
 15393.90000  4240.55000     0.00000   296.90440
 15469.70000  4240.55000     0.00000   228.55750
 15545.50000  4240.55000     0.00000   311.87820
 15621.30000  4240.55000     0.00000   283.18320
 15697.10000  4240.55000     0.00000   221.70560
 15773.00000  4240.55000     0.00000   233.23550
 15848.80000  4240.55000     0.00000   227.28000
 15924.60000  4240.55000     0.00000   241.66650
 16000.40000  4240.55000     0.00000   247.72600
 16076.20000  4240.55000     0.00000   247.29790
 16152.00000  4240.55000     0.00000   249.86320
 16227.80000  4240.55000     0.00000   250.02590
 16303.60000  4240.55000     0.00000   252.91270
 16379.40000  4240.55000     0.00000   271.86010
 16455.20000  4240.55000     0.00000   246.27830
 16531.00000  4240.55000     0.00000   252.93790
 16606.80000  4240.55000     0.00000   292.47250
 16682.70000  4240.55000     0.00000   289.23820
 16758.50000  4240.55000     0.00000   297.50510
 16834.30000  4240.55000     0.00000   322.04000
 16910.10000  4240.55000     0.00000   273.33870
 16985.90000  4240.55000     0.00000   268.56150
 17061.70000  4240.55000     0.00000   287.14210
 17137.50000  4240.55000     0.00000   281.15070
 17213.30000  4240.55000     0.00000   266.69560
 17289.10000  4240.55000     0.00000   275.34120
 17364.90000  4240.55000     0.00000   335.62550
 17440.70000  4240.55000     0.00000   315.73710
 17516.60000  4240.55000     0.00000   274.16820
 17592.40000  4240.55000     0.00000   264.79540
 17668.20000  4240.55000     0.00000   268.20930
 17744.00000  4240.55000     0.00000   255.73760
 17819.80000  4240.55000     0.00000   267.56610
 17895.60000  4240.55000     0.00000   259.13970
 17971.40000  4240.55000     0.00000   229.58060
 18047.20000  4240.55000     0.00000   260.50920
 18123.00000  4240.55000     0.00000   233.04790
 18198.80000  4240.55000     0.00000   267.19210
 18274.60000  4240.55000     0.00000   230.76860
 18350.40000  4240.55000     0.00000   228.14740
 18426.30000  4240.55000     0.00000   253.67880
 18502.10000  4240.55000     0.00000   249.00800
 18577.90000  4240.55000     0.00000   263.68270
 18653.70000  4240.55000     0.00000   256.08550
 18729.50000  4240.55000     0.00000   254.66550
 18805.30000  4240.55000     0.00000   264.27010
 18881.10000  4240.55000     0.00000   271.58780
 18956.90000  4240.55000     0.00000   276.03820
 19032.70000  4240.55000     0.00000   276.03510
 19108.50000  4240.55000     0.00000   268.09530
 19184.30000  4240.55000     0.00000   247.19130
 19260.20000  4240.55000     0.00000   248.30870
 19336.00000  4240.55000     0.00000   249.41240
 19411.80000  4240.55000     0.00000   251.78740
 19487.60000  4240.55000     0.00000   251.24010
 19563.40000  4240.55000     0.00000   250.31640
 19639.20000  4240.55000     0.00000   246.51110
 19715.00000  4240.55000     0.00000   246.26780
 19790.80000  4240.55000     0.00000   245.16530
 19866.60000  4240.55000     0.00000   270.35090
 19942.40000  4240.55000     0.00000   269.71680
 20018.20000  4240.55000     0.00000   212.34950
 20094.00000  4240.55000     0.00000   221.54020
 20169.90000  4240.55000     0.00000   261.63480
 20245.70000  4240.55000     0.00000   260.83280
 20321.50000  4240.55000     0.00000   223.53420
 20397.30000  4240.55000     0.00000   223.25740
 20473.10000  4240.55000     0.00000   261.97870
 20548.90000  4240.55000     0.00000   237.03800
 20624.70000  4240.55000     0.00000   267.83110
 20700.50000  4240.55000     0.00000   266.13210
 20776.30000  4240.55000     0.00000   265.52230
 20852.10000  4240.55000     0.00000   264.12790
 20927.90000  4240.55000     0.00000   258.36270
 21003.80000  4240.55000     0.00000   258.56860
 21079.60000  4240.55000     0.00000   256.61040
 21155.40000  4240.55000     0.00000   259.62880
 21231.20000  4240.55000     0.00000   256.73910
 21307.00000  4240.55000     0.00000   252.51260
 21382.80000  4240.55000     0.00000   249.78250
 21458.60000  4240.55000     0.00000   218.35810
 21534.40000  4240.55000     0.00000   148.44090
 21610.20000  4240.55000     0.00000   151.74830
 21686.00000  4240.55000     0.00000   216.19040
 21761.80000  4240.55000     0.00000   218.06960
 21837.60000  4240.55000     0.00000   218.54630
 21913.50000  4240.55000     0.00000   217.14470
 21989.30000  4240.55000     0.00000   186.69160
 22065.10000  4240.55000     0.00000   210.66670
 22140.90000  4240.55000     0.00000   209.28560
 22216.70000  4240.55000     0.00000   196.19200
 22292.50000  4240.55000     0.00000   195.25600
 22368.30000  4240.55000     0.00000   193.77100
 22444.10000  4240.55000     0.00000   188.35860
 22519.90000  4240.55000     0.00000   188.64930
 22595.70000  4240.55000     0.00000   188.67660
 22671.50000  4240.55000     0.00000   188.46370
 22747.40000  4240.55000     0.00000   194.57680
 22823.20000  4240.55000     0.00000   194.64810
 22899.00000  4240.55000     0.00000   267.35240
 22974.80000  4240.55000     0.00000   267.35010
 23050.60000  4240.55000     0.00000   153.50540
 23126.40000  4240.55000     0.00000   211.21370
 23202.20000  4240.55000     0.00000     0.00000
 23278.00000  4240.55000     0.00000   216.93280
 23353.80000  4240.55000     0.00000   155.91580
 23429.60000  4240.55000     0.00000   159.02610
 23505.40000  4240.55000     0.00000   159.99050
 23581.20000  4240.55000     0.00000   180.83130
 23657.10000  4240.55000     0.00000   182.29100
 23732.90000  4240.55000     0.00000   184.47260
 23808.70000  4240.55000     0.00000   185.17960
 23884.50000  4240.55000     0.00000   256.21270
 23960.30000  4240.55000     0.00000   176.08740
 24036.10000  4240.55000     0.00000   176.77110
 24111.90000  4240.55000     0.00000   176.66430
 24187.70000  4240.55000     0.00000   204.24840
 24263.50000  4240.55000     0.00000   204.41330
 24339.30000  4240.55000     0.00000   257.14280
 24415.10000  4240.55000     0.00000   206.05280
 24491.00000  4240.55000     0.00000   156.44960
 24566.80000  4240.55000     0.00000     0.00000
 24642.60000  4240.55000     0.00000     0.00000
 24718.40000  4240.55000     0.00000     0.00000
 24794.20000  4240.55000     0.00000     0.00000
 24870.00000  4240.55000     0.00000   175.20160
 24945.80000  4240.55000     0.00000   260.60240
 25021.60000  4240.55000     0.00000     0.00000
 25097.40000  4240.55000     0.00000   208.83120
 25173.20000  4240.55000     0.00000   179.31250
 25249.00000  4240.55000     0.00000   204.75340
 25324.80000  4240.55000     0.00000   167.21570
 25400.70000  4240.55000     0.00000   167.21690
 25476.50000  4240.55000     0.00000     0.00000
 25552.30000  4240.55000     0.00000   216.01890
 25628.10000  4240.55000     0.00000   215.85140
 25703.90000  4240.55000     0.00000     0.00000
 25779.70000  4240.55000     0.00000     0.00000
 15382.80000  4240.55000     0.00000   329.72590
 15338.00000  4260.47000     0.00000   282.85330
 15318.10000  4269.34000     0.00000   390.92210
 15285.60000  4283.82000     0.00000    46.34320
 15242.30000  4303.09000     0.00000   232.86740
 15233.10000  4307.18000     0.00000   253.34050
 15242.30000  4316.36000     0.00000   234.17610
 15318.10000  4316.36000     0.00000   218.52590
 15393.90000  4316.36000     0.00000   217.74570
 15469.70000  4316.36000     0.00000   248.70520
 15545.50000  4316.36000     0.00000   235.84160
 15621.30000  4316.36000     0.00000   222.45920
 15697.10000  4316.36000     0.00000   229.48130
 15773.00000  4316.36000     0.00000   227.33750
 15848.80000  4316.36000     0.00000   246.31720
 15924.60000  4316.36000     0.00000   248.35450
 16000.40000  4316.36000     0.00000   250.77740
 16076.20000  4316.36000     0.00000   250.97850
 16152.00000  4316.36000     0.00000   255.49020
 16227.80000  4316.36000     0.00000   257.78270
 16303.60000  4316.36000     0.00000   247.89310
 16379.40000  4316.36000     0.00000   281.37310
 16455.20000  4316.36000     0.00000   290.09480
 16531.00000  4316.36000     0.00000   323.56030
 16606.80000  4316.36000     0.00000   347.51940
 16682.70000  4316.36000     0.00000   267.09740
 16758.50000  4316.36000     0.00000   274.03470
 16834.30000  4316.36000     0.00000   284.91210
 16910.10000  4316.36000     0.00000   291.47770
 16985.90000  4316.36000     0.00000   288.82520
 17061.70000  4316.36000     0.00000   280.37600
 17137.50000  4316.36000     0.00000   278.02710
 17213.30000  4316.36000     0.00000   272.72150
 17289.10000  4316.36000     0.00000   271.16880
 17364.90000  4316.36000     0.00000   287.19140
 17440.70000  4316.36000     0.00000   268.27140
 17516.60000  4316.36000     0.00000   267.89730
 17592.40000  4316.36000     0.00000   264.23460
 17668.20000  4316.36000     0.00000   267.43820
 17744.00000  4316.36000     0.00000   258.27480
 17819.80000  4316.36000     0.00000   229.25840
 17895.60000  4316.36000     0.00000   231.77790
 17971.40000  4316.36000     0.00000   268.36490
 18047.20000  4316.36000     0.00000   230.54530
 18123.00000  4316.36000     0.00000   230.21220
 18198.80000  4316.36000     0.00000   228.07830
 18274.60000  4316.36000     0.00000   244.23550
 18350.40000  4316.36000     0.00000   262.66260
 18426.30000  4316.36000     0.00000   261.51180
 18502.10000  4316.36000     0.00000   258.16680
 18577.90000  4316.36000     0.00000   265.82110
 18653.70000  4316.36000     0.00000   271.64410
 18729.50000  4316.36000     0.00000   251.80450
 18805.30000  4316.36000     0.00000   276.08710
 18881.10000  4316.36000     0.00000   267.68150
 18956.90000  4316.36000     0.00000   257.71450
 19032.70000  4316.36000     0.00000   248.26800
 19108.50000  4316.36000     0.00000   249.73070
 19184.30000  4316.36000     0.00000   251.78680
 19260.20000  4316.36000     0.00000   251.17330
 19336.00000  4316.36000     0.00000   250.46830
 19411.80000  4316.36000     0.00000   246.46330
 19487.60000  4316.36000     0.00000   246.09760
 19563.40000  4316.36000     0.00000   244.87330
 19639.20000  4316.36000     0.00000   270.36640
 19715.00000  4316.36000     0.00000   209.09940
 19790.80000  4316.36000     0.00000   212.02230
 19866.60000  4316.36000     0.00000   222.13710
 19942.40000  4316.36000     0.00000   261.66900
 20018.20000  4316.36000     0.00000   260.00280
 20094.00000  4316.36000     0.00000   223.56880
 20169.90000  4316.36000     0.00000   260.71950
 20245.70000  4316.36000     0.00000   262.11920
 20321.50000  4316.36000     0.00000   267.91300
 20397.30000  4316.36000     0.00000   267.89910
 20473.10000  4316.36000     0.00000   266.15580
 20548.90000  4316.36000     0.00000   264.12670
 20624.70000  4316.36000     0.00000   258.05220
 20700.50000  4316.36000     0.00000   258.57220
 20776.30000  4316.36000     0.00000   256.58980
 20852.10000  4316.36000     0.00000   259.29960
 20927.90000  4316.36000     0.00000   259.85470
 21003.80000  4316.36000     0.00000   250.89120
 21079.60000  4316.36000     0.00000   222.52140
 21155.40000  4316.36000     0.00000   222.37730
 21231.20000  4316.36000     0.00000   200.43980
 21307.00000  4316.36000     0.00000   151.74960
 21382.80000  4316.36000     0.00000   187.56740
 21458.60000  4316.36000     0.00000   216.31140
 21534.40000  4316.36000     0.00000   218.24150
 21610.20000  4316.36000     0.00000   218.58220
 21686.00000  4316.36000     0.00000   217.54450
 21761.80000  4316.36000     0.00000   186.78410
 21837.60000  4316.36000     0.00000   210.75180
 21913.50000  4316.36000     0.00000   208.14480
 21989.30000  4316.36000     0.00000   196.16530
 22065.10000  4316.36000     0.00000   194.56820
 22140.90000  4316.36000     0.00000   193.51220
 22216.70000  4316.36000     0.00000   267.35220
 22292.50000  4316.36000     0.00000   267.35260
 22368.30000  4316.36000     0.00000   155.06650
 22444.10000  4316.36000     0.00000   194.62390
 22519.90000  4316.36000     0.00000   194.72600
 22595.70000  4316.36000     0.00000   194.74060
 22671.50000  4316.36000     0.00000   193.82000
 22747.40000  4316.36000     0.00000   211.21350
 22823.20000  4316.36000     0.00000   211.21370
 22899.00000  4316.36000     0.00000   144.52550
 22974.80000  4316.36000     0.00000   216.71290
 23050.60000  4316.36000     0.00000   189.43270
 23126.40000  4316.36000     0.00000     0.00000
 23202.20000  4316.36000     0.00000   159.76870
 23278.00000  4316.36000     0.00000   180.80690
 23353.80000  4316.36000     0.00000   181.17390
 23429.60000  4316.36000     0.00000   184.40900
 23505.40000  4316.36000     0.00000   184.00190
 23581.20000  4316.36000     0.00000   185.39770
 23657.10000  4316.36000     0.00000   176.08880
 23732.90000  4316.36000     0.00000   256.21460
 23808.70000  4316.36000     0.00000   177.29700
 23884.50000  4316.36000     0.00000   204.22310
 23960.30000  4316.36000     0.00000   204.40980
 24036.10000  4316.36000     0.00000   204.57710
 24111.90000  4316.36000     0.00000   157.53130
 24187.70000  4316.36000     0.00000   206.03790
 24263.50000  4316.36000     0.00000   205.66670
 24339.30000  4316.36000     0.00000     0.00000
 24415.10000  4316.36000     0.00000     0.00000
 24491.00000  4316.36000     0.00000     0.00000
 24566.80000  4316.36000     0.00000   260.73550
 24642.60000  4316.36000     0.00000   260.60410
 24718.40000  4316.36000     0.00000   175.51800
 24794.20000  4316.36000     0.00000   206.21330
 24870.00000  4316.36000     0.00000   209.40840
 24945.80000  4316.36000     0.00000   204.75200
 25021.60000  4316.36000     0.00000   204.74860
 25097.40000  4316.36000     0.00000     0.00000
 25173.20000  4316.36000     0.00000     0.00000
 25249.00000  4316.36000     0.00000   216.01680
 25324.80000  4316.36000     0.00000   215.88430
 25400.70000  4316.36000     0.00000     0.00000
 25476.50000  4316.36000     0.00000     0.00000
 25552.30000  4316.36000     0.00000     0.00000
 25628.10000  4316.36000     0.00000   251.18810
 25703.90000  4316.36000     0.00000     0.00000
 25779.70000  4316.36000     0.00000   152.63940
 15212.50000  4316.36000     0.00000   301.19590
 15180.70000  4330.53000     0.00000   325.13450
 15166.50000  4336.84000     0.00000   332.50060
 15128.20000  4353.89000     0.00000   214.67200
 15090.70000  4370.59000     0.00000   227.17320
 15075.70000  4377.24000     0.00000   234.76690
 15090.70000  4392.17000     0.00000   224.90200
 15166.50000  4392.17000     0.00000   249.14860
 15242.30000  4392.17000     0.00000   212.51510
 15318.10000  4392.17000     0.00000   217.08750
 15393.90000  4392.17000     0.00000   246.76660
 15469.70000  4392.17000     0.00000   242.80190
 15545.50000  4392.17000     0.00000   231.08000
 15621.30000  4392.17000     0.00000   228.90030
 15697.10000  4392.17000     0.00000   281.87030
 15773.00000  4392.17000     0.00000   284.19290
 15848.80000  4392.17000     0.00000   284.54100
 15924.60000  4392.17000     0.00000   259.86770
 16000.40000  4392.17000     0.00000   333.49900
 16076.20000  4392.17000     0.00000   255.92310
 16152.00000  4392.17000     0.00000   248.88270
 16227.80000  4392.17000     0.00000   245.86710
 16303.60000  4392.17000     0.00000   273.82080
 16379.40000  4392.17000     0.00000   276.12880
 16455.20000  4392.17000     0.00000   372.94170
 16531.00000  4392.17000     0.00000   287.39560
 16606.80000  4392.17000     0.00000   272.25060
 16682.70000  4392.17000     0.00000   267.42950
 16758.50000  4392.17000     0.00000   382.15160
 16834.30000  4392.17000     0.00000   307.38440
 16910.10000  4392.17000     0.00000   270.74010
 16985.90000  4392.17000     0.00000   284.06220
 17061.70000  4392.17000     0.00000   271.65920
 17137.50000  4392.17000     0.00000   266.88050
 17213.30000  4392.17000     0.00000   264.30660
 17289.10000  4392.17000     0.00000   263.81090
 17364.90000  4392.17000     0.00000   271.25650
 17440.70000  4392.17000     0.00000   257.90620
 17516.60000  4392.17000     0.00000   267.62490
 17592.40000  4392.17000     0.00000   257.02540
 17668.20000  4392.17000     0.00000   228.86930
 17744.00000  4392.17000     0.00000   258.60850
 17819.80000  4392.17000     0.00000   233.33280
 17895.60000  4392.17000     0.00000   229.19310
 17971.40000  4392.17000     0.00000   229.65400
 18047.20000  4392.17000     0.00000   227.51280
 18123.00000  4392.17000     0.00000   243.70240
 18198.80000  4392.17000     0.00000   261.58320
 18274.60000  4392.17000     0.00000   260.91170
 18350.40000  4392.17000     0.00000   252.64040
 18426.30000  4392.17000     0.00000   250.19910
 18502.10000  4392.17000     0.00000   269.53050
 18577.90000  4392.17000     0.00000   248.92790
 18653.70000  4392.17000     0.00000   277.36640
 18729.50000  4392.17000     0.00000   269.60080
 18805.30000  4392.17000     0.00000   257.71320
 18881.10000  4392.17000     0.00000   248.39360
 18956.90000  4392.17000     0.00000   249.76480
 19032.70000  4392.17000     0.00000   251.78470
 19108.50000  4392.17000     0.00000   250.95210
 19184.30000  4392.17000     0.00000   250.33750
 19260.20000  4392.17000     0.00000   246.43520
 19336.00000  4392.17000     0.00000   245.27770
 19411.80000  4392.17000     0.00000   234.33250
 19487.60000  4392.17000     0.00000   270.32920
 19563.40000  4392.17000     0.00000   211.78780
 19639.20000  4392.17000     0.00000   221.06990
 19715.00000  4392.17000     0.00000   250.31900
 19790.80000  4392.17000     0.00000   261.68040
 19866.60000  4392.17000     0.00000   259.09970
 19942.40000  4392.17000     0.00000   223.59160
 20018.20000  4392.17000     0.00000   262.18080
 20094.00000  4392.17000     0.00000   237.03410
 20169.90000  4392.17000     0.00000   267.95670
 20245.70000  4392.17000     0.00000   266.31270
 20321.50000  4392.17000     0.00000   265.50220
 20397.30000  4392.17000     0.00000   264.12690
 20473.10000  4392.17000     0.00000   258.42230
 20548.90000  4392.17000     0.00000   254.96800
 20624.70000  4392.17000     0.00000   256.60110
 20700.50000  4392.17000     0.00000   259.81800
 20776.30000  4392.17000     0.00000   240.74170
 20852.10000  4392.17000     0.00000   223.24010
 20927.90000  4392.17000     0.00000   222.39390
 21003.80000  4392.17000     0.00000   218.57050
 21079.60000  4392.17000     0.00000   176.13960
 21155.40000  4392.17000     0.00000   151.74840
 21231.20000  4392.17000     0.00000   216.11870
 21307.00000  4392.17000     0.00000   217.41600
 21382.80000  4392.17000     0.00000   218.59840
 21458.60000  4392.17000     0.00000   217.41530
 21534.40000  4392.17000     0.00000   186.56640
 21610.20000  4392.17000     0.00000   210.87270
 21686.00000  4392.17000     0.00000   267.34970
 21761.80000  4392.17000     0.00000   267.35120
 21837.60000  4392.17000     0.00000   267.35160
 21913.50000  4392.17000     0.00000   193.58810
 21989.30000  4392.17000     0.00000   188.66720
 22065.10000  4392.17000     0.00000   188.67680
 22140.90000  4392.17000     0.00000   153.51050
 22216.70000  4392.17000     0.00000   194.64500
 22292.50000  4392.17000     0.00000   194.78350
 22368.30000  4392.17000     0.00000   194.80000
 22444.10000  4392.17000     0.00000   194.71290
 22519.90000  4392.17000     0.00000   211.21470
 22595.70000  4392.17000     0.00000   211.21330
 22671.50000  4392.17000     0.00000   152.66460
 22747.40000  4392.17000     0.00000   216.50950
 22823.20000  4392.17000     0.00000   189.54570
 22899.00000  4392.17000     0.00000   156.14220
 22974.80000  4392.17000     0.00000   159.61560
 23050.60000  4392.17000     0.00000   174.99890
 23126.40000  4392.17000     0.00000   250.62370
 23202.20000  4392.17000     0.00000   183.08250
 23278.00000  4392.17000     0.00000   183.94970
 23353.80000  4392.17000     0.00000   230.64250
 23429.60000  4392.17000     0.00000   176.09660
 23505.40000  4392.17000     0.00000   176.01140
 23581.20000  4392.17000     0.00000   256.21390
 23657.10000  4392.17000     0.00000   175.00570
 23732.90000  4392.17000     0.00000   204.40930
 23808.70000  4392.17000     0.00000   204.58170
 23884.50000  4392.17000     0.00000     0.00000
 23960.30000  4392.17000     0.00000     0.00000
 24036.10000  4392.17000     0.00000   257.14510
 24111.90000  4392.17000     0.00000   151.64710
 24187.70000  4392.17000     0.00000     0.00000
 24263.50000  4392.17000     0.00000     0.00000
 24339.30000  4392.17000     0.00000     0.00000
 24415.10000  4392.17000     0.00000   260.60250
 24491.00000  4392.17000     0.00000   175.53820
 24566.80000  4392.17000     0.00000     0.00000
 24642.60000  4392.17000     0.00000   207.25810
 24718.40000  4392.17000     0.00000   209.61940
 24794.20000  4392.17000     0.00000   204.76150
 24870.00000  4392.17000     0.00000     0.00000
 24945.80000  4392.17000     0.00000     0.00000
 25021.60000  4392.17000     0.00000   216.03150
 25097.40000  4392.17000     0.00000   215.90040
 25173.20000  4392.17000     0.00000   215.78130
 25249.00000  4392.17000     0.00000     0.00000
 25324.80000  4392.17000     0.00000     0.00000
 25400.70000  4392.17000     0.00000     0.00000
 25476.50000  4392.17000     0.00000   251.18710
 25552.30000  4392.17000     0.00000   153.97730
 25628.10000  4392.17000     0.00000   148.88970
 25703.90000  4392.17000     0.00000   215.76310
 25779.70000  4392.17000     0.00000   251.82250
