x(m)        y(m)        z(m)        h max (m)
 18653.70000  3103.42000     0.00000     8.21740
 18729.50000  3103.42000     0.00000     8.09880
 18805.30000  3103.42000     0.00000     7.58020
 18881.10000  3103.42000     0.00000     7.21870
 18956.90000  3103.42000     0.00000     8.40680
 19032.70000  3103.42000     0.00000     7.31140
 19108.50000  3103.42000     0.00000     7.78330
 19184.30000  3103.42000     0.00000     6.99340
 19260.20000  3103.42000     0.00000     6.74770
 19336.00000  3103.42000     0.00000     6.74070
 19411.80000  3103.42000     0.00000     7.43080
 19487.60000  3103.42000     0.00000     7.14960
 19563.40000  3103.42000     0.00000     7.27850
 19639.20000  3103.42000     0.00000     7.49630
 19715.00000  3103.42000     0.00000     9.56560
 19790.80000  3103.42000     0.00000     6.75240
 19866.60000  3103.42000     0.00000     6.74660
 19942.40000  3103.42000     0.00000     6.77470
 20018.20000  3103.42000     0.00000     6.73970
 20094.00000  3103.42000     0.00000     6.83640
 20169.90000  3103.42000     0.00000     6.73940
 20245.70000  3103.42000     0.00000     6.74300
 20321.50000  3103.42000     0.00000     7.42820
 20397.30000  3103.42000     0.00000     6.74100
 20473.10000  3103.42000     0.00000     6.73940
 20548.90000  3103.42000     0.00000     6.73780
 20624.70000  3103.42000     0.00000     8.53430
 20700.50000  3103.42000     0.00000     6.75780
 20776.30000  3103.42000     0.00000     6.73930
 20852.10000  3103.42000     0.00000     6.73810
 20927.90000  3103.42000     0.00000     6.73660
 21003.80000  3103.42000     0.00000     6.73670
 21079.60000  3103.42000     0.00000     6.73670
 21155.40000  3103.42000     0.00000     6.73730
 21231.20000  3103.42000     0.00000     6.73680
 21307.00000  3103.42000     0.00000     6.73650
 21382.80000  3103.42000     0.00000     6.73670
 21458.60000  3103.42000     0.00000     6.73640
 21534.40000  3103.42000     0.00000     6.73770
 21610.20000  3103.42000     0.00000     6.74110
 21686.00000  3103.42000     0.00000     6.73640
 21761.80000  3103.42000     0.00000     6.73710
 21837.60000  3103.42000     0.00000     6.73670
 21913.50000  3103.42000     0.00000     6.73640
 21989.30000  3103.42000     0.00000     6.73800
 22065.10000  3103.42000     0.00000     6.73680
 22140.90000  3103.42000     0.00000     6.73650
 22216.70000  3103.42000     0.00000     6.73680
 22292.50000  3103.42000     0.00000     6.73670
 22368.30000  3103.42000     0.00000     6.73650
 22444.10000  3103.42000     0.00000     6.73660
 22519.90000  3103.42000     0.00000     6.73650
 22595.70000  3103.42000     0.00000     6.73660
 22671.50000  3103.42000     0.00000     6.73670
 22747.40000  3103.42000     0.00000     6.73640
 22823.20000  3103.42000     0.00000     6.73640
 22899.00000  3103.42000     0.00000     6.73640
 22974.80000  3103.42000     0.00000     6.73670
 23050.60000  3103.42000     0.00000     6.73680
 23126.40000  3103.42000     0.00000     6.73670
 23202.20000  3103.42000     0.00000     6.73650
 23278.00000  3103.42000     0.00000     6.73670
 23353.80000  3103.42000     0.00000     6.73880
 23429.60000  3103.42000     0.00000     6.73650
 23505.40000  3103.42000     0.00000     6.73640
 23581.20000  3103.42000     0.00000     6.73650
 23657.10000  3103.42000     0.00000     6.73640
 23732.90000  3103.42000     0.00000     6.73670
 23808.70000  3103.42000     0.00000     6.73640
 23884.50000  3103.42000     0.00000     6.73680
 23960.30000  3103.42000     0.00000     6.73650
 24036.10000  3103.42000     0.00000     6.73650
 24111.90000  3103.42000     0.00000     6.73650
 24187.70000  3103.42000     0.00000     6.73840
 24263.50000  3103.42000     0.00000     6.73900
 24339.30000  3103.42000     0.00000     6.73660
 24415.10000  3103.42000     0.00000     6.73750
 24491.00000  3103.42000     0.00000     6.73650
 24566.80000  3103.42000     0.00000     6.73650
 24642.60000  3103.42000     0.00000     6.73650
 24718.40000  3103.42000     0.00000     6.73650
 24794.20000  3103.42000     0.00000     6.73690
 24870.00000  3103.42000     0.00000     6.73650
 24945.80000  3103.42000     0.00000     6.73640
 25021.60000  3103.42000     0.00000     6.73640
 25097.40000  3103.42000     0.00000     6.73880
 25173.20000  3103.42000     0.00000     6.73730
 25249.00000  3103.42000     0.00000     6.73640
 25324.80000  3103.42000     0.00000     6.73640
 25400.70000  3103.42000     0.00000     6.73650
 25476.50000  3103.42000     0.00000     6.73660
 25552.30000  3103.42000     0.00000     6.73660
 25628.10000  3103.42000     0.00000     6.73640
 25703.90000  3103.42000     0.00000     6.73640
 25779.70000  3103.42000     0.00000     6.73640
 17936.80000  3103.42000     0.00000     8.97250
 17971.40000  3103.42000     0.00000     9.69520
 18047.20000  3103.42000     0.00000     7.62020
 18123.00000  3103.42000     0.00000     9.71290
 17908.30000  3116.11000     0.00000     8.41290
 17895.60000  3121.76000     0.00000     9.69450
 17855.80000  3139.47000     0.00000     5.84480
 17819.80000  3155.52000     0.00000     9.61310
 17803.40000  3162.82000     0.00000     9.42170
 18047.20000  3179.23000     0.00000     7.12490
 18123.00000  3179.23000     0.00000     7.99340
 18198.80000  3179.23000     0.00000     8.52050
 18274.60000  3179.23000     0.00000     7.41940
 18350.40000  3179.23000     0.00000     6.87160
 18426.30000  3179.23000     0.00000     7.92790
 18502.10000  3179.23000     0.00000     8.61130
 18577.90000  3179.23000     0.00000     9.30740
 18653.70000  3179.23000     0.00000     7.49910
 18729.50000  3179.23000     0.00000     6.74590
 18805.30000  3179.23000     0.00000     7.27980
 18881.10000  3179.23000     0.00000    10.29530
 18956.90000  3179.23000     0.00000     7.73570
 19032.70000  3179.23000     0.00000     7.12740
 19108.50000  3179.23000     0.00000     6.80560
 19184.30000  3179.23000     0.00000     6.74220
 19260.20000  3179.23000     0.00000     6.74300
 19336.00000  3179.23000     0.00000     7.31220
 19411.80000  3179.23000     0.00000     8.30960
 19487.60000  3179.23000     0.00000     6.84620
 19563.40000  3179.23000     0.00000     6.95700
 19639.20000  3179.23000     0.00000     6.74180
 19715.00000  3179.23000     0.00000     6.97340
 19790.80000  3179.23000     0.00000     6.85200
 19866.60000  3179.23000     0.00000     6.73920
 19942.40000  3179.23000     0.00000     6.74220
 20018.20000  3179.23000     0.00000     6.73830
 20094.00000  3179.23000     0.00000     6.73840
 20169.90000  3179.23000     0.00000     6.74420
 20245.70000  3179.23000     0.00000     6.74850
 20321.50000  3179.23000     0.00000     6.87680
 20397.30000  3179.23000     0.00000     7.14820
 20473.10000  3179.23000     0.00000     9.50830
 20548.90000  3179.23000     0.00000     6.73820
 20624.70000  3179.23000     0.00000     7.74790
 20700.50000  3179.23000     0.00000     6.74050
 20776.30000  3179.23000     0.00000     6.73660
 20852.10000  3179.23000     0.00000     6.73680
 20927.90000  3179.23000     0.00000     6.73680
 21003.80000  3179.23000     0.00000     6.73760
 21079.60000  3179.23000     0.00000     6.74720
 21155.40000  3179.23000     0.00000     6.73960
 21231.20000  3179.23000     0.00000     6.73660
 21307.00000  3179.23000     0.00000     6.73640
 21382.80000  3179.23000     0.00000     6.74030
 21458.60000  3179.23000     0.00000     6.73820
 21534.40000  3179.23000     0.00000     6.73640
 21610.20000  3179.23000     0.00000     6.73710
 21686.00000  3179.23000     0.00000     6.73720
 21761.80000  3179.23000     0.00000     6.73640
 21837.60000  3179.23000     0.00000     6.73650
 21913.50000  3179.23000     0.00000     6.73720
 21989.30000  3179.23000     0.00000     6.73640
 22065.10000  3179.23000     0.00000     6.73690
 22140.90000  3179.23000     0.00000     6.73660
 22216.70000  3179.23000     0.00000     6.73650
 22292.50000  3179.23000     0.00000     6.73660
 22368.30000  3179.23000     0.00000     6.73660
 22444.10000  3179.23000     0.00000     6.73660
 22519.90000  3179.23000     0.00000     6.73660
 22595.70000  3179.23000     0.00000     6.73630
 22671.50000  3179.23000     0.00000     6.73650
 22747.40000  3179.23000     0.00000     6.73660
 22823.20000  3179.23000     0.00000     6.73660
 22899.00000  3179.23000     0.00000     6.73650
 22974.80000  3179.23000     0.00000     6.73680
 23050.60000  3179.23000     0.00000     6.73660
 23126.40000  3179.23000     0.00000     6.73820
 23202.20000  3179.23000     0.00000     6.73690
 23278.00000  3179.23000     0.00000     6.73660
 23353.80000  3179.23000     0.00000     6.73660
 23429.60000  3179.23000     0.00000     6.73650
 23505.40000  3179.23000     0.00000     6.73650
 23581.20000  3179.23000     0.00000     6.73680
 23657.10000  3179.23000     0.00000     6.73650
 23732.90000  3179.23000     0.00000     6.73710
 23808.70000  3179.23000     0.00000     6.73650
 23884.50000  3179.23000     0.00000     6.73650
 23960.30000  3179.23000     0.00000     6.73730
 24036.10000  3179.23000     0.00000     6.73860
 24111.90000  3179.23000     0.00000     6.73670
 24187.70000  3179.23000     0.00000     6.73650
 24263.50000  3179.23000     0.00000     6.73860
 24339.30000  3179.23000     0.00000     6.73780
 24415.10000  3179.23000     0.00000     6.73650
 24491.00000  3179.23000     0.00000     6.73650
 24566.80000  3179.23000     0.00000     6.73650
 24642.60000  3179.23000     0.00000     6.73660
 24718.40000  3179.23000     0.00000     6.73640
 24794.20000  3179.23000     0.00000     6.73650
 24870.00000  3179.23000     0.00000     6.73650
 24945.80000  3179.23000     0.00000     6.73650
 25021.60000  3179.23000     0.00000     6.73730
 25097.40000  3179.23000     0.00000     6.73640
 25173.20000  3179.23000     0.00000     6.73640
 25249.00000  3179.23000     0.00000     6.73650
 25324.80000  3179.23000     0.00000     6.73660
 25400.70000  3179.23000     0.00000     6.73660
 25476.50000  3179.23000     0.00000     6.73660
 25552.30000  3179.23000     0.00000     6.73640
 25628.10000  3179.23000     0.00000     6.73650
 25703.90000  3179.23000     0.00000     6.73640
 25779.70000  3179.23000     0.00000     6.74120
 17766.50000  3179.23000     0.00000     8.19280
 17819.80000  3179.23000     0.00000     9.66440
 17895.60000  3179.23000     0.00000     8.68340
 17971.40000  3179.23000     0.00000     8.28930
 17750.90000  3186.17000     0.00000     9.88260
 17744.00000  3189.27000     0.00000     9.88260
 17698.50000  3209.53000     0.00000     7.90370
 17668.20000  3223.02000     0.00000     8.45310
 17646.00000  3232.88000     0.00000     9.20690
 17895.60000  3255.04000     0.00000     9.33170
 17971.40000  3255.04000     0.00000     8.38630
 18047.20000  3255.04000     0.00000     7.22600
 18123.00000  3255.04000     0.00000     8.08060
 18198.80000  3255.04000     0.00000     7.99110
 18274.60000  3255.04000     0.00000     7.53880
 18350.40000  3255.04000     0.00000     8.26580
 18426.30000  3255.04000     0.00000     8.29110
 18502.10000  3255.04000     0.00000     8.30960
 18577.90000  3255.04000     0.00000     7.91480
 18653.70000  3255.04000     0.00000     7.22850
 18729.50000  3255.04000     0.00000     8.15200
 18805.30000  3255.04000     0.00000     8.09830
 18881.10000  3255.04000     0.00000     8.69220
 18956.90000  3255.04000     0.00000     6.80450
 19032.70000  3255.04000     0.00000     6.73930
 19108.50000  3255.04000     0.00000     6.74520
 19184.30000  3255.04000     0.00000     7.71070
 19260.20000  3255.04000     0.00000     8.28040
 19336.00000  3255.04000     0.00000     7.47230
 19411.80000  3255.04000     0.00000     6.75060
 19487.60000  3255.04000     0.00000     6.74790
 19563.40000  3255.04000     0.00000     6.74210
 19639.20000  3255.04000     0.00000     6.77710
 19715.00000  3255.04000     0.00000     7.00840
 19790.80000  3255.04000     0.00000     6.78600
 19866.60000  3255.04000     0.00000     6.77670
 19942.40000  3255.04000     0.00000     6.74470
 20018.20000  3255.04000     0.00000     6.74190
 20094.00000  3255.04000     0.00000     7.92730
 20169.90000  3255.04000     0.00000     6.77910
 20245.70000  3255.04000     0.00000     6.84940
 20321.50000  3255.04000     0.00000     6.74420
 20397.30000  3255.04000     0.00000     6.74770
 20473.10000  3255.04000     0.00000     6.73690
 20548.90000  3255.04000     0.00000     6.73660
 20624.70000  3255.04000     0.00000     6.73650
 20700.50000  3255.04000     0.00000     6.73710
 20776.30000  3255.04000     0.00000     6.73780
 20852.10000  3255.04000     0.00000     6.73780
 20927.90000  3255.04000     0.00000     6.74760
 21003.80000  3255.04000     0.00000     6.73720
 21079.60000  3255.04000     0.00000     6.73660
 21155.40000  3255.04000     0.00000     6.73650
 21231.20000  3255.04000     0.00000     6.73790
 21307.00000  3255.04000     0.00000     7.87290
 21382.80000  3255.04000     0.00000     6.73660
 21458.60000  3255.04000     0.00000     6.73670
 21534.40000  3255.04000     0.00000     6.73660
 21610.20000  3255.04000     0.00000     6.73640
 21686.00000  3255.04000     0.00000     6.73710
 21761.80000  3255.04000     0.00000     6.73650
 21837.60000  3255.04000     0.00000     6.73650
 21913.50000  3255.04000     0.00000     6.73700
 21989.30000  3255.04000     0.00000     6.73650
 22065.10000  3255.04000     0.00000     6.73660
 22140.90000  3255.04000     0.00000     6.73650
 22216.70000  3255.04000     0.00000     6.73650
 22292.50000  3255.04000     0.00000     6.73660
 22368.30000  3255.04000     0.00000     6.73650
 22444.10000  3255.04000     0.00000     6.73650
 22519.90000  3255.04000     0.00000     6.73660
 22595.70000  3255.04000     0.00000     6.73670
 22671.50000  3255.04000     0.00000     6.73650
 22747.40000  3255.04000     0.00000     6.73640
 22823.20000  3255.04000     0.00000     6.73760
 22899.00000  3255.04000     0.00000     6.73680
 22974.80000  3255.04000     0.00000     6.73660
 23050.60000  3255.04000     0.00000     6.73660
 23126.40000  3255.04000     0.00000     6.73660
 23202.20000  3255.04000     0.00000     6.73640
 23278.00000  3255.04000     0.00000     6.73660
 23353.80000  3255.04000     0.00000     6.73670
 23429.60000  3255.04000     0.00000     6.73650
 23505.40000  3255.04000     0.00000     6.73780
 23581.20000  3255.04000     0.00000     6.73640
 23657.10000  3255.04000     0.00000     6.73930
 23732.90000  3255.04000     0.00000     6.73650
 23808.70000  3255.04000     0.00000     6.73660
 23884.50000  3255.04000     0.00000     6.73710
 23960.30000  3255.04000     0.00000     6.73660
 24036.10000  3255.04000     0.00000     6.73650
 24111.90000  3255.04000     0.00000     6.73660
 24187.70000  3255.04000     0.00000     6.73650
 24263.50000  3255.04000     0.00000     6.73640
 24339.30000  3255.04000     0.00000     6.73650
 24415.10000  3255.04000     0.00000     6.73670
 24491.00000  3255.04000     0.00000     6.73660
 24566.80000  3255.04000     0.00000     6.73640
 24642.60000  3255.04000     0.00000     6.73650
 24718.40000  3255.04000     0.00000     6.73990
 24794.20000  3255.04000     0.00000     6.73700
 24870.00000  3255.04000     0.00000     6.73640
 24945.80000  3255.04000     0.00000     6.73640
 25021.60000  3255.04000     0.00000     6.73650
 25097.40000  3255.04000     0.00000     6.73660
 25173.20000  3255.04000     0.00000     6.73650
 25249.00000  3255.04000     0.00000     6.73660
 25324.80000  3255.04000     0.00000     6.73630
 25400.70000  3255.04000     0.00000     6.73650
 25476.50000  3255.04000     0.00000     6.73650
 25552.30000  3255.04000     0.00000     6.73650
 25628.10000  3255.04000     0.00000     6.73640
 25703.90000  3255.04000     0.00000     6.73640
 25779.70000  3255.04000     0.00000     6.73620
 17596.30000  3255.04000     0.00000    10.40610
 17668.20000  3255.04000     0.00000     7.90560
 17744.00000  3255.04000     0.00000     8.73780
 17819.80000  3255.04000     0.00000     7.93900
 17593.60000  3256.24000     0.00000    10.40610
 17592.40000  3256.77000     0.00000    10.40610
 17541.10000  3279.59000     0.00000     9.05780
 17516.60000  3290.52000     0.00000     7.33200
 17488.70000  3302.95000     0.00000     6.22030
 17440.70000  3324.28000     0.00000     9.85500
 17436.20000  3326.30000     0.00000     9.85510
 19184.30000  3330.85000     0.00000     8.33320
 19260.20000  3330.85000     0.00000     6.84810
 19336.00000  3330.85000     0.00000     6.74740
 19411.80000  3330.85000     0.00000     6.74310
 19487.60000  3330.85000     0.00000     6.95420
 19563.40000  3330.85000     0.00000     7.53990
 19639.20000  3330.85000     0.00000     6.83300
 19715.00000  3330.85000     0.00000     6.73780
 19790.80000  3330.85000     0.00000     6.74100
 19866.60000  3330.85000     0.00000     6.73830
 19942.40000  3330.85000     0.00000     6.73840
 20018.20000  3330.85000     0.00000     6.82370
 20094.00000  3330.85000     0.00000     6.73820
 20169.90000  3330.85000     0.00000     6.74910
 20245.70000  3330.85000     0.00000     6.73960
 20321.50000  3330.85000     0.00000     6.73770
 20397.30000  3330.85000     0.00000     6.73650
 20473.10000  3330.85000     0.00000     6.73660
 20548.90000  3330.85000     0.00000     6.73700
 20624.70000  3330.85000     0.00000     6.73770
 20700.50000  3330.85000     0.00000     6.73690
 20776.30000  3330.85000     0.00000     7.13570
 20852.10000  3330.85000     0.00000     6.73680
 20927.90000  3330.85000     0.00000     6.73650
 21003.80000  3330.85000     0.00000     6.73660
 21079.60000  3330.85000     0.00000     6.73640
 21155.40000  3330.85000     0.00000     6.73670
 21231.20000  3330.85000     0.00000     6.73660
 21307.00000  3330.85000     0.00000     6.73690
 21382.80000  3330.85000     0.00000     6.73650
 21458.60000  3330.85000     0.00000     6.73640
 21534.40000  3330.85000     0.00000     6.73670
 21610.20000  3330.85000     0.00000     6.73670
 21686.00000  3330.85000     0.00000     6.73650
 21761.80000  3330.85000     0.00000     6.73670
 21837.60000  3330.85000     0.00000     6.73650
 21913.50000  3330.85000     0.00000     6.73650
 21989.30000  3330.85000     0.00000     6.73670
 22065.10000  3330.85000     0.00000     6.73650
 22140.90000  3330.85000     0.00000     6.73650
 22216.70000  3330.85000     0.00000     6.73760
 22292.50000  3330.85000     0.00000     6.73740
 22368.30000  3330.85000     0.00000     6.73660
 22444.10000  3330.85000     0.00000     6.73660
 22519.90000  3330.85000     0.00000     6.73650
 22595.70000  3330.85000     0.00000     6.73650
 22671.50000  3330.85000     0.00000     6.73790
 22747.40000  3330.85000     0.00000     6.73760
 22823.20000  3330.85000     0.00000     6.73650
 22899.00000  3330.85000     0.00000     6.73650
 22974.80000  3330.85000     0.00000     6.73650
 23050.60000  3330.85000     0.00000     6.73650
 23126.40000  3330.85000     0.00000     6.73680
 23202.20000  3330.85000     0.00000     6.73690
 23278.00000  3330.85000     0.00000     6.73990
 23353.80000  3330.85000     0.00000     6.73920
 23429.60000  3330.85000     0.00000     6.73820
 23505.40000  3330.85000     0.00000     6.73690
 23581.20000  3330.85000     0.00000     6.73650
 23657.10000  3330.85000     0.00000     6.73720
 23732.90000  3330.85000     0.00000     6.73670
 23808.70000  3330.85000     0.00000     6.74290
 23884.50000  3330.85000     0.00000     6.73660
 23960.30000  3330.85000     0.00000     6.73660
 24036.10000  3330.85000     0.00000     6.73650
 24111.90000  3330.85000     0.00000     6.73640
 24187.70000  3330.85000     0.00000     6.73650
 24263.50000  3330.85000     0.00000     6.73670
 24339.30000  3330.85000     0.00000     6.73640
 24415.10000  3330.85000     0.00000     6.73640
 24491.00000  3330.85000     0.00000     6.73640
 24566.80000  3330.85000     0.00000     6.73820
 24642.60000  3330.85000     0.00000     6.73680
 24718.40000  3330.85000     0.00000     6.73640
 24794.20000  3330.85000     0.00000     6.73640
 24870.00000  3330.85000     0.00000     6.73650
 24945.80000  3330.85000     0.00000     6.73660
 25021.60000  3330.85000     0.00000     6.73640
 25097.40000  3330.85000     0.00000     6.73640
 25173.20000  3330.85000     0.00000     6.73650
 25249.00000  3330.85000     0.00000     6.73640
 25324.80000  3330.85000     0.00000     6.73650
 25400.70000  3330.85000     0.00000     6.73650
 25476.50000  3330.85000     0.00000     6.73640
 25552.30000  3330.85000     0.00000     6.73630
 25628.10000  3330.85000     0.00000     0.00000
 25703.90000  3330.85000     0.00000     6.73600
 25779.70000  3330.85000     0.00000     6.73620
 17426.00000  3330.85000     0.00000     9.85500
 17440.70000  3330.85000     0.00000     9.85500
 17516.60000  3330.85000     0.00000    11.35120
 17592.40000  3330.85000     0.00000    10.35530
 17668.20000  3330.85000     0.00000     7.30430
 17744.00000  3330.85000     0.00000     9.41240
 17819.80000  3330.85000     0.00000     8.36970
 17895.60000  3330.85000     0.00000     8.45780
 17971.40000  3330.85000     0.00000    10.27640
 18047.20000  3330.85000     0.00000     7.10940
 18123.00000  3330.85000     0.00000     8.52560
 18198.80000  3330.85000     0.00000    10.79770
 18274.60000  3330.85000     0.00000     8.93510
 18350.40000  3330.85000     0.00000     7.57840
 18426.30000  3330.85000     0.00000     9.30840
 18502.10000  3330.85000     0.00000     8.39270
 18577.90000  3330.85000     0.00000     6.88800
 18653.70000  3330.85000     0.00000     9.05650
 18729.50000  3330.85000     0.00000     7.69590
 18805.30000  3330.85000     0.00000     7.52890
 18881.10000  3330.85000     0.00000     6.88680
 18956.90000  3330.85000     0.00000     6.74220
 19032.70000  3330.85000     0.00000     6.76020
 19108.50000  3330.85000     0.00000     7.06670
 17383.70000  3349.65000     0.00000     8.92200
 17364.90000  3358.03000     0.00000    11.75590
 17331.30000  3373.01000     0.00000     4.99200
 17289.10000  3391.78000     0.00000     8.61780
 17278.80000  3396.36000     0.00000     8.52500
 17289.10000  3406.65000     0.00000     9.62000
 17364.90000  3406.65000     0.00000     7.85870
 17440.70000  3406.65000     0.00000     8.47320
 17516.60000  3406.65000     0.00000    11.03400
 17592.40000  3406.65000     0.00000     9.12170
 17668.20000  3406.65000     0.00000     8.70070
 17744.00000  3406.65000     0.00000     8.55520
 17819.80000  3406.65000     0.00000     9.04900
 17895.60000  3406.65000     0.00000     7.69520
 17971.40000  3406.65000     0.00000     8.34810
 18047.20000  3406.65000     0.00000     8.25000
 18123.00000  3406.65000     0.00000     8.34990
 18198.80000  3406.65000     0.00000     8.48540
 18274.60000  3406.65000     0.00000    10.07990
 18350.40000  3406.65000     0.00000     8.22300
 18426.30000  3406.65000     0.00000     8.28380
 18502.10000  3406.65000     0.00000     7.09290
 18577.90000  3406.65000     0.00000     8.43980
 18653.70000  3406.65000     0.00000     9.12670
 18729.50000  3406.65000     0.00000     6.81540
 18805.30000  3406.65000     0.00000     6.78630
 18881.10000  3406.65000     0.00000     6.91780
 18956.90000  3406.65000     0.00000     7.52460
 19032.70000  3406.65000     0.00000     7.31330
 19108.50000  3406.65000     0.00000     7.11890
 19184.30000  3406.65000     0.00000     6.76430
 19260.20000  3406.65000     0.00000     6.85650
 19336.00000  3406.65000     0.00000     6.74100
 19411.80000  3406.65000     0.00000     6.76320
 19487.60000  3406.65000     0.00000     6.79400
 19563.40000  3406.65000     0.00000     6.92420
 19639.20000  3406.65000     0.00000     6.74710
 19715.00000  3406.65000     0.00000     6.74700
 19790.80000  3406.65000     0.00000     6.74020
 19866.60000  3406.65000     0.00000     6.74590
 19942.40000  3406.65000     0.00000     8.35390
 20018.20000  3406.65000     0.00000     8.30010
 20094.00000  3406.65000     0.00000     6.93910
 20169.90000  3406.65000     0.00000     6.73910
 20245.70000  3406.65000     0.00000     6.73650
 20321.50000  3406.65000     0.00000     6.73740
 20397.30000  3406.65000     0.00000     6.74350
 20473.10000  3406.65000     0.00000     6.73750
 20548.90000  3406.65000     0.00000     6.73750
 20624.70000  3406.65000     0.00000     6.73660
 20700.50000  3406.65000     0.00000     6.73660
 20776.30000  3406.65000     0.00000     6.73670
 20852.10000  3406.65000     0.00000     6.73650
 20927.90000  3406.65000     0.00000     6.73650
 21003.80000  3406.65000     0.00000     6.73650
 21079.60000  3406.65000     0.00000     6.73680
 21155.40000  3406.65000     0.00000     7.05470
 21231.20000  3406.65000     0.00000     6.73650
 21307.00000  3406.65000     0.00000     6.73790
 21382.80000  3406.65000     0.00000     6.73660
 21458.60000  3406.65000     0.00000     6.73650
 21534.40000  3406.65000     0.00000     6.73670
 21610.20000  3406.65000     0.00000     6.73660
 21686.00000  3406.65000     0.00000     6.73650
 21761.80000  3406.65000     0.00000     6.73680
 21837.60000  3406.65000     0.00000     6.73650
 21913.50000  3406.65000     0.00000     6.73660
 21989.30000  3406.65000     0.00000     6.73650
 22065.10000  3406.65000     0.00000     6.73740
 22140.90000  3406.65000     0.00000     6.73650
 22216.70000  3406.65000     0.00000     6.73660
 22292.50000  3406.65000     0.00000     6.73680
 22368.30000  3406.65000     0.00000     6.73850
 22444.10000  3406.65000     0.00000     6.73960
 22519.90000  3406.65000     0.00000     6.73760
 22595.70000  3406.65000     0.00000     6.73720
 22671.50000  3406.65000     0.00000     6.73660
 22747.40000  3406.65000     0.00000     6.73650
 22823.20000  3406.65000     0.00000     6.73660
 22899.00000  3406.65000     0.00000     6.73660
 22974.80000  3406.65000     0.00000     6.74160
 23050.60000  3406.65000     0.00000     6.77250
 23126.40000  3406.65000     0.00000     6.74610
 23202.20000  3406.65000     0.00000     6.73650
 23278.00000  3406.65000     0.00000     6.73680
 23353.80000  3406.65000     0.00000     6.73800
 23429.60000  3406.65000     0.00000     6.73730
 23505.40000  3406.65000     0.00000     6.73670
 23581.20000  3406.65000     0.00000     6.73650
 23657.10000  3406.65000     0.00000     6.73670
 23732.90000  3406.65000     0.00000     6.73650
 23808.70000  3406.65000     0.00000     6.73650
 23884.50000  3406.65000     0.00000     6.73640
 23960.30000  3406.65000     0.00000     6.73660
 24036.10000  3406.65000     0.00000     6.73690
 24111.90000  3406.65000     0.00000     6.73630
 24187.70000  3406.65000     0.00000     6.73650
 24263.50000  3406.65000     0.00000     6.73650
 24339.30000  3406.65000     0.00000     6.73650
 24415.10000  3406.65000     0.00000     6.73660
 24491.00000  3406.65000     0.00000     6.73670
 24566.80000  3406.65000     0.00000     6.73640
 24642.60000  3406.65000     0.00000     6.73650
 24718.40000  3406.65000     0.00000     6.73660
 24794.20000  3406.65000     0.00000     6.73650
 24870.00000  3406.65000     0.00000     6.73650
 24945.80000  3406.65000     0.00000     6.73640
 25021.60000  3406.65000     0.00000     6.73650
 25097.40000  3406.65000     0.00000     6.73660
 25173.20000  3406.65000     0.00000     6.73640
 25249.00000  3406.65000     0.00000     6.73640
 25324.80000  3406.65000     0.00000     6.73630
 25400.70000  3406.65000     0.00000     6.73610
 25476.50000  3406.65000     0.00000     0.00000
 25552.30000  3406.65000     0.00000     6.73640
 25628.10000  3406.65000     0.00000     6.73640
 25703.90000  3406.65000     0.00000     6.73640
 25779.70000  3406.65000     0.00000     6.73960
 17255.70000  3406.65000     0.00000     9.40930
 17226.40000  3419.72000     0.00000     9.81180
 17213.30000  3425.53000     0.00000    10.40640
 17173.90000  3443.07000     0.00000     8.62630
 17137.50000  3459.28000     0.00000     9.50800
 17121.50000  3466.43000     0.00000    10.41420
 17137.50000  3482.46000     0.00000    10.41420
 17213.30000  3482.46000     0.00000     9.40540
 17289.10000  3482.46000     0.00000     8.57070
 17364.90000  3482.46000     0.00000     8.65090
 17440.70000  3482.46000     0.00000     9.35670
 17516.60000  3482.46000     0.00000     8.09820
 17592.40000  3482.46000     0.00000     8.31350
 17668.20000  3482.46000     0.00000     9.57100
 17744.00000  3482.46000     0.00000     9.05330
 17819.80000  3482.46000     0.00000     7.33220
 17895.60000  3482.46000     0.00000     7.92670
 17971.40000  3482.46000     0.00000     8.77840
 18047.20000  3482.46000     0.00000    10.50610
 18123.00000  3482.46000     0.00000     8.02690
 18198.80000  3482.46000     0.00000     8.66280
 18274.60000  3482.46000     0.00000     8.75730
 18350.40000  3482.46000     0.00000     8.56270
 18426.30000  3482.46000     0.00000     8.80020
 18502.10000  3482.46000     0.00000     7.07440
 18577.90000  3482.46000     0.00000     8.24620
 18653.70000  3482.46000     0.00000     6.74380
 18729.50000  3482.46000     0.00000     7.00360
 18805.30000  3482.46000     0.00000     8.14740
 18881.10000  3482.46000     0.00000     7.18770
 18956.90000  3482.46000     0.00000     8.10760
 19032.70000  3482.46000     0.00000     7.19360
 19108.50000  3482.46000     0.00000     6.96720
 19184.30000  3482.46000     0.00000     6.94900
 19260.20000  3482.46000     0.00000     6.78340
 19336.00000  3482.46000     0.00000     6.74440
 19411.80000  3482.46000     0.00000     8.27420
 19487.60000  3482.46000     0.00000     6.74640
 19563.40000  3482.46000     0.00000     6.74480
 19639.20000  3482.46000     0.00000     6.92770
 19715.00000  3482.46000     0.00000     7.02530
 19790.80000  3482.46000     0.00000     6.74280
 19866.60000  3482.46000     0.00000     7.65730
 19942.40000  3482.46000     0.00000     6.73900
 20018.20000  3482.46000     0.00000     6.79480
